age,sex,geo\time	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
Y_GE15,T,FR832	: 	7.1 	8.7 	11.8 	11.4 	11.3 	13.2 	11.9 	13.5 	12.1 	23.7 	26.7 
Y_GE15,T,FR9	25.2 	24.4 	23.1 	22.7 	27.0 	26.1 	27.7 	27.2 	26.5 	27.8 	: 	: 
Y_GE15,T,FR91	23.8 	23.4 	21.9 	22.6 	26.9 	25.9 	25.1 	26.2 	26.0 	25.2 	: 	: 
Y_GE15,T,FR910	: 	23.4 	21.9 	22.6 	26.9 	25.9 	25.1 	26.2 	26.0 	25.2 	: 	: 
Y_GE15,T,FR92	21.0 	21.8 	22.3 	21.1 	24.1 	18.7 	21.5 	21.0 	22.9 	24.0 	: 	: 
Y_GE15,T,FR920	: 	21.8 	22.3 	21.1 	24.1 	18.7 	21.5 	21.0 	22.9 	24.0 	: 	: 
Y_GE15,T,FR93	21.0 	20.2 	21.4 	20.1 	28.5 	24.8 	25.7 	24.3 	24.4 	28.1 	: 	: 
Y_GE15,T,FR930	: 	20.2 	21.4 	20.1 	28.5 	24.8 	25.7 	24.3 	24.4 	28.1 	: 	: 
Y_GE15,T,FR94	28.9 	27.1 	24.4 	24.1 	28.3 	30.1 	32.8 	31.6 	29.3 	31.5 	: 	: 
Y_GE15,T,FR940	: 	27.1 	24.4 	24.1 	28.3 	30.1 	32.8 	31.6 	29.3 	31.5 	: 	: 
Y_GE15,T,GR	12.5 	9.5 	7.7 	8.3 	8.9 	9.8 	10.5 	9.7 	10.3 	10.8 	11.4 	12.1 
Y_GE15,T,GR1	13.5 	10.1 	8.7 	9.1 	9.7 	11.4 	12.2 	10.9 	11.6 	11.6 	11.4 	12.5 
Y_GE15,T,GR11	14.2 	10.9 	8.7 	9.7 	11.0 	11.9 	13.2 	10.5 	10.5 	9.6 	9.0 	12.6 
Y_GE15,T,GR111	: 	14.2 	8.0 	8.2 	11.2 	12.4 	11.6 	9.3 	10.7 	10.2 	6.9 	12.0 
Y_GE15,T,GR112	: 	11.1 	6.6 	9.5 	8.1 	9.0 	10.1 	10.9 	6.9 	7.7 	10.7 	13.9 
Y_GE15,T,GR113	: 	7.0 	6.2 	5.7 	5.9 	5.2 	7.8 	4.4 	3.5 	5.1 	6.0 	7.6 
Y_GE15,T,GR114	: 	13.3 	15.5 	17.5 	19.5 	22.4 	22.3 	15.8 	19.8 	10.3 	9.8 	20.0 
Y_GE15,T,GR115	: 	9.5 	9.2 	10.7 	12.2 	12.8 	15.9 	14.9 	13.1 	14.3 	12.3 	12.0 
Y_GE15,T,GR12	13.5 	9.9 	8.3 	8.9 	9.3 	11.1 	12.2 	10.3 	11.5 	11.0 	11.1 	11.9 
Y_GE15,T,GR121	: 	7.9 	9.2 	12.9 	15.2 	20.5 	22.9 	20.6 	18.4 	13.4 	14.8 	15.8 
Y_GE15,T,GR122	: 	11.3 	8.5 	8.8 	8.9 	10.5 	11.5 	9.9 	11.7 	10.7 	11.2 	12.8 
Y_GE15,T,GR123	: 	8.8 	11.9 	15.1 	15.8 	14.6 	13.8 	5.5 	6.9 	12.2 	10.4 	9.4 
Y_GE15,T,GR124	: 	6.7 	6.2 	8.9 	9.2 	10.9 	9.7 	7.3 	6.1 	6.0 	5.9 	8.5 
Y_GE15,T,GR125	: 	9.4 	10.0 	9.2 	8.1 	8.2 	13.9 	8.4 	13.9 	13.7 	12.6 	12.2 
Y_GE15,T,GR126	: 	5.1 	5.8 	5.0 	6.5 	9.1 	10.8 	9.9 	10.8 	13.6 	11.9 	7.7 
Y_GE15,T,GR127	: 	6.7 	5.8 	6.0 	5.8 	5.1 	6.3 	10.4 	7.5 	7.5 	8.9 	6.2 
Y_GE15,T,GR13	15.5 	12.5 	12.5 	12.1 	14.2 	18.0 	16.6 	16.6 	15.0 	16.5 	15.1 	14.6 
Y_GE15,T,GR131	: 	6.4 	4.8 	0.9 	0.0 	10.1 	9.3 	3.2 	4.5 	15.8 	13.9 	6.5 
Y_GE15,T,GR132	: 	16.9 	18.6 	15.5 	25.2 	28.5 	24.0 	22.6 	15.4 	20.8 	24.6 	20.5 
Y_GE15,T,GR133	: 	12.3 	12.8 	11.8 	12.1 	13.1 	13.5 	15.9 	16.0 	14.9 	13.8 	14.9 
Y_GE15,T,GR134	: 	11.2 	8.5 	15.5 	15.2 	22.3 	20.9 	19.3 	16.8 	17.9 	8.0 	10.5 
Y_GE15,T,GR14	12.1 	9.2 	8.4 	7.8 	8.2 	9.5 	9.8 	10.7 	11.4 	12.9 	12.9 	13.4 
Y_GE15,T,GR141	: 	7.1 	6.5 	6.6 	5.8 	9.3 	6.2 	12.6 	12.9 	10.7 	11.0 	8.7 
Y_GE15,T,GR142	: 	10.5 	9.7 	9.5 	9.0 	10.4 	11.5 	11.9 	12.5 	11.1 	11.4 	12.9 
Y_GE15,T,GR143	: 	9.6 	8.1 	5.9 	7.8 	8.5 	9.3 	11.5 	12.5 	12.7 	15.1 	16.1 
Y_GE15,T,GR144	: 	7.8 	7.1 	7.3 	8.8 	8.7 	10.1 	6.7 	7.8 	17.5 	14.7 	14.5 
Y_GE15,T,GR2	11.9 	9.6 	8.7 	9.0 	9.2 	10.1 	11.4 	9.9 	10.1 	11.4 	11.4 	11.5 
Y_GE15,T,GR21	12.6 	11.2 	9.9 	10.0 	9.8 	11.5 	11.2 	11.8 	11.4 	12.8 	11.7 	14.1 
Y_GE15,T,GR211	: 	11.9 	10.9 	12.7 	10.7 	16.2 	12.9 	14.2 	16.4 	16.7 	13.8 	16.9 
Y_GE15,T,GR212	: 	10.2 	5.4 	5.7 	8.1 	9.9 	11.6 	9.0 	6.7 	7.6 	8.9 	7.2 
Y_GE15,T,GR213	: 	11.4 	9.8 	8.6 	9.3 	10.6 	11.3 	12.3 	12.2 	14.4 	13.6 	15.1 
Y_GE15,T,GR214	: 	10.6 	11.6 	13.7 	11.7 	9.4 	8.6 	10.5 	8.3 	8.4 	6.8 	13.3 
Y_GE15,T,GR22	14.8 	9.7 	8.5 	9.0 	11.2 	8.5 	11.4 	11.9 	10.1 	11.0 	9.8 	9.0 
Y_GE15,T,GR221	: 	9.2 	8.7 	9.2 	15.2 	7.3 	12.5 	13.6 	11.1 	14.4 	14.2 	8.1 
Y_GE15,T,GR222	: 	11.2 	10.5 	11.2 	11.5 	9.9 	13.1 	12.5 	11.1 	10.3 	8.4 	9.6 
Y_GE15,T,GR223	: 	5.3 	1.7 	1.8 	0.0 	1.4 	3.3 	5.4 	5.4 	8.6 	10.4 	7.6 
Y_GE15,T,GR224	: 	9.3 	5.7 	4.2 	8.8 	8.4 	4.8 	10.0 	6.7 	9.8 	8.9 	10.5 
Y_GE15,T,GR23	11.7 	9.5 	9.6 	9.6 	9.5 	10.6 	12.5 	9.4 	10.7 	10.7 	10.7 	11.7 
Y_GE15,T,GR231	: 	9.2 	9.1 	10.3 	9.2 	11.0 	15.4 	8.8 	10.2 	10.2 	8.8 	11.6 
Y_GE15,T,GR232	: 	10.2 	10.2 	9.6 	10.6 	11.5 	11.6 	11.8 	13.9 	13.2 	14.5 	16.2 
Y_GE15,T,GR233	: 	8.6 	9.1 	8.6 	7.1 	7.7 	9.8 	5.2 	4.5 	5.6 	4.6 	2.6 
Y_GE15,T,GR24	12.5 	10.5 	8.5 	9.4 	9.2 	10.9 	12.8 	9.7 	10.8 	14.1 	14.7 	14.2 
Y_GE15,T,GR241	: 	12.8 	10.0 	11.1 	10.9 	13.7 	15.6 	12.0 	11.8 	15.3 	17.9 	18.2 
Y_GE15,T,GR242	: 	12.3 	10.3 	10.4 	9.9 	11.9 	14.2 	12.6 	12.9 	17.9 	17.8 	16.5 
Y_GE15,T,GR243	: 	16.0 	8.8 	7.6 	9.4 	15.0 	18.3 	6.4 	7.7 	10.9 	8.2 	5.0 
Y_GE15,T,GR244	: 	4.4 	2.9 	4.4 	6.0 	5.8 	6.9 	3.8 	7.2 	9.2 	8.7 	9.0 
Y_GE15,T,GR245	: 	14.0 	14.6 	15.5 	9.3 	13.1 	15.4 	15.1 	10.9 	8.8 	14.3 	11.4 
Y_GE15,T,GR25	9.8 	8.0 	7.1 	7.5 	7.7 	8.7 	9.2 	8.8 	8.2 	9.2 	9.7 	8.2 
Y_GE15,T,GR251	: 	8.8 	7.1 	7.1 	7.8 	9.8 	11.6 	6.7 	5.3 	8.8 	8.8 	9.1 
Y_GE15,T,GR252	: 	10.6 	10.6 	11.3 	12.2 	10.2 	9.9 	11.2 	9.9 	13.8 	14.1 	15.2 
Y_GE15,T,GR253	: 	9.4 	7.6 	6.1 	6.2 	7.8 	7.4 	9.2 	11.0 	8.1 	8.6 	6.4 
Y_GE15,T,GR254	: 	5.1 	5.4 	6.0 	4.9 	7.0 	8.3 	6.2 	3.7 	3.7 	3.0 	1.3 
Y_GE15,T,GR255	: 	6.8 	6.1 	7.7 	7.9 	8.9 	9.0 	9.6 	8.6 	10.6 	12.1 	8.3 
Y_GE15,T,GR3	12.3 	8.8 	6.5 	7.6 	8.3 	8.8 	9.1 	8.8 	9.3 	10.4 	12.0 	12.7 
Y_GE15,T,GR30	12.3 	8.8 	6.5 	7.6 	8.3 	8.8 	9.1 	8.8 	9.3 	10.4 	12.0 	12.7 
Y_GE15,T,GR300	: 	8.8 	6.5 	7.6 	8.3 	8.8 	9.1 	8.8 	9.3 	10.4 	12.0 	12.7 
Y_GE15,T,GR4	11.9 	9.3 	6.5 	6.7 	7.9 	8.2 	8.2 	8.7 	10.5 	8.4 	8.5 	9.8 
Y_GE15,T,GR41	9.0 	6.0 	4.5 	7.9 	9.4 	10.2 	9.3 	8.0 	9.8 	6.8 	7.4 	11.6 
Y_GE15,T,GR411	: 	8.4 	4.4 	8.8 	10.9 	12.0 	9.6 	9.4 	11.2 	8.6 	8.4 	13.2 
Y_GE15,T,GR412	: 	2.7 	2.6 	5.4 	5.4 	7.4 	8.9 	9.3 	9.3 	4.6 	3.5 	7.5 
Y_GE15,T,GR413	: 	3.7 	6.0 	7.4 	8.0 	7.7 	8.8 	4.6 	7.5 	4.7 	7.6 	10.2 
Y_GE15,T,GR42	14.2 	12.0 	8.1 	9.1 	8.8 	9.3 	8.7 	11.8 	14.7 	11.9 	11.6 	11.7 
Y_GE15,T,GR421	: 	14.3 	10.1 	11.0 	9.2 	10.8 	9.7 	16.1 	19.1 	14.9 	14.0 	14.2 
Y_GE15,T,GR422	: 	8.0 	3.9 	5.3 	8.2 	7.0 	7.3 	3.1 	6.1 	6.7 	7.6 	6.9 
Y_GE15,T,GR43	11.7 	8.8 	6.3 	5.3 	7.0 	7.1 	7.7 	7.4 	8.7 	7.2 	7.4 	8.5 
Y_GE15,T,GR431	: 	8.9 	6.7 	5.1 	7.3 	7.6 	8.2 	7.8 	8.8 	7.5 	8.0 	8.5 
Y_GE15,T,GR432	: 	7.6 	3.8 	5.4 	6.4 	5.4 	6.3 	6.0 	11.1 	7.0 	5.2 	4.9 
Y_GE15,T,GR433	: 	12.9 	10.3 	7.6 	6.7 	7.3 	11.5 	8.0 	6.4 	5.8 	6.6 	7.2 
Y_GE15,T,GR434	: 	7.0 	4.6 	4.2 	6.9 	6.6 	5.3 	6.9 	8.3 	7.8 	8.1 	11.4 
Y_GE15,T,HR	11.8 	9.1 	8.4 	9.6 	: 	12.6 	13.7 	13.9 	15.1 	: 	: 	: 
Y_GE15,T,HR0	11.8 	9.1 	8.4 	9.6 	: 	12.6 	13.7 	13.9 	15.1 	: 	: 	: 
Y_GE15,T,HR01	7.9 	5.4 	4.9 	6.2 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE15,T,HR02	18.0 	13.7 	12.9 	14.4 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE15,T,HR03	11.3 	9.6 	8.7 	9.6 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE15,T,HU	11.2 	10.0 	7.8 	7.4 	7.5 	7.2 	6.1 	5.9 	5.8 	5.7 	6.4 	7.0 
Y_GE15,T,HU1	8.9 	6.6 	4.6 	4.7 	5.1 	5.1 	4.5 	4.0 	4.0 	4.3 	5.3 	5.2 
Y_GE15,T,HU10	8.9 	6.6 	4.6 	4.7 	5.1 	5.1 	4.5 	4.0 	4.0 	4.3 	5.3 	5.2 
Y_GE15,T,HU101	: 	6.2 	4.3 	4.9 	4.8 	4.7 	4.4 	3.6 	3.8 	4.2 	5.3 	5.4 
Y_GE15,T,HU102	: 	7.2 	5.1 	4.6 	5.6 	5.8 	4.7 	4.7 	4.3 	4.5 	5.2 	5.0 
Y_GE15,T,HU2	10.4 	9.6 	6.8 	6.4 	6.8 	6.9 	5.7 	5.6 	5.5 	5.3 	5.5 	6.2 
Y_GE15,T,HU21	10.3 	9.3 	5.8 	5.0 	6.0 	6.3 	5.6 	4.6 	5.0 	4.3 	4.9 	6.1 
Y_GE15,T,HU211	: 	9.4 	5.5 	4.8 	4.9 	6.2 	6.4 	4.8 	6.1 	4.9 	5.3 	6.0 
Y_GE15,T,HU212	: 	8.4 	5.1 	6.0 	7.5 	7.4 	5.2 	4.3 	4.1 	4.6 	5.4 	6.6 
Y_GE15,T,HU213	: 	9.8 	6.9 	4.4 	6.1 	5.3 	5.0 	4.6 	4.5 	3.6 	4.0 	5.7 
Y_GE15,T,HU22	9.2 	8.6 	4.9 	5.0 	5.7 	5.9 	4.6 	4.6 	4.0 	4.2 	4.2 	4.4 
Y_GE15,T,HU221	: 	6.3 	3.5 	3.6 	4.3 	4.3 	3.8 	3.3 	3.9 	4.2 	4.3 	3.8 
Y_GE15,T,HU222	: 	10.2 	5.5 	6.8 	7.4 	7.9 	5.8 	5.1 	4.8 	5.1 	4.6 	4.8 
Y_GE15,T,HU223	: 	10.8 	6.6 	5.4 	6.3 	6.4 	4.7 	5.9 	3.6 	3.3 	3.8 	5.1 
Y_GE15,T,HU23	12.1 	11.0 	10.3 	10.0 	9.0 	8.8 	7.3 	7.9 	7.9 	7.8 	7.8 	8.3 
Y_GE15,T,HU231	: 	11.6 	10.4 	7.5 	7.6 	8.4 	7.9 	8.1 	7.2 	6.5 	7.1 	7.3 
Y_GE15,T,HU232	: 	11.4 	10.3 	11.7 	10.2 	9.2 	6.1 	6.9 	8.3 	9.7 	8.4 	9.0 
Y_GE15,T,HU233	: 	9.5 	10.1 	11.6 	9.6 	8.8 	7.7 	8.9 	8.4 	7.2 	8.3 	8.9 
Y_GE15,T,HU3	13.6 	13.3 	11.3 	10.3 	9.9 	9.2 	7.6 	7.6 	7.6 	7.2 	8.1 	9.1 
Y_GE15,T,HU31	16.0 	15.2 	13.4 	12.3 	11.0 	10.6 	9.7 	9.7 	8.9 	8.5 	10.2 	11.6 
Y_GE15,T,HU311	: 	16.1 	14.7 	13.7 	12.0 	12.0 	10.9 	11.3 	10.6 	9.4 	11.7 	13.1 
Y_GE15,T,HU312	: 	12.9 	11.0 	11.0 	9.1 	8.3 	7.3 	7.8 	5.7 	6.8 	7.6 	8.8 
Y_GE15,T,HU313	: 	15.9 	12.7 	9.5 	10.6 	9.4 	9.4 	7.7 	8.2 	8.5 	9.2 	11.0 
Y_GE15,T,HU32	14.5 	14.2 	12.0 	10.8 	11.0 	9.0 	7.2 	6.8 	7.8 	7.8 	9.2 	10.2 
Y_GE15,T,HU321	: 	11.3 	8.9 	7.9 	9.2 	8.4 	5.7 	6.0 	6.6 	6.4 	7.2 	8.8 
Y_GE15,T,HU322	: 	11.4 	8.5 	9.3 	9.7 	8.2 	6.2 	5.6 	7.9 	7.3 	9.5 	10.9 
Y_GE15,T,HU323	: 	19.1 	17.5 	14.7 	13.7 	10.3 	9.5 	8.4 	9.1 	9.6 	11.2 	11.1 
Y_GE15,T,HU33	10.6 	10.6 	8.8 	7.9 	7.8 	8.1 	6.3 	6.5 	6.2 	5.4 	5.1 	5.8 
Y_GE15,T,HU331	: 	10.9 	8.6 	9.3 	9.4 	8.5 	7.1 	7.3 	6.3 	6.5 	5.6 	6.4 
Y_GE15,T,HU332	: 	13.4 	10.2 	8.1 	7.8 	8.4 	6.5 	7.1 	6.9 	6.0 	5.7 	6.2 
Y_GE15,T,HU333	: 	7.8 	7.7 	6.0 	5.9 	7.5 	4.9 	5.0 	5.5 	3.7 	4.0 	4.6 
Y_GE15,T,IE	13.5 	11.7 	6.0 	4.6 	4.4 	4.3 	4.5 	4.7 	4.4 	3.9 	4.3 	5.8 
Y_GE15,T,IE0	13.5 	11.7 	6.0 	4.6 	4.4 	4.3 	4.5 	4.7 	4.4 	3.9 	4.3 	5.8 
Y_GE15,T,IE01	14.0 	13.0 	7.0 	4.8 	4.6 	4.4 	4.7 	5.3 	5.4 	4.9 	5.5 	6.9 
Y_GE15,T,IE011	: 	12.9 	: 	: 	5.2 	5.1 	5.6 	6.3 	6.5 	5.9 	6.2 	8.8 
Y_GE15,T,IE012	: 	14.0 	: 	: 	3.8 	3.8 	4.6 	4.8 	4.1 	4.0 	5.7 	6.9 
Y_GE15,T,IE013	: 	12.6 	: 	: 	4.4 	4.0 	3.8 	4.7 	5.0 	4.4 	4.6 	4.9 
Y_GE15,T,IE02	13.3 	11.3 	5.7 	4.5 	4.3 	4.3 	4.5 	4.5 	4.1 	3.6 	4.0 	5.4 
Y_GE15,T,IE021	: 	10.1 	: 	: 	4.4 	4.3 	4.4 	4.3 	3.8 	3.0 	3.5 	4.7 
Y_GE15,T,IE022	: 	10.6 	: 	: 	3.3 	3.2 	3.3 	3.5 	3.6 	3.3 	3.7 	4.5 
Y_GE15,T,IE023	: 	12.8 	: 	: 	4.6 	4.7 	5.2 	5.1 	4.1 	4.2 	4.3 	5.6 
Y_GE15,T,IE024	: 	14.5 	: 	: 	5.4 	5.8 	5.7 	5.9 	5.1 	4.7 	5.3 	8.2 
Y_GE15,T,IE025	: 	10.9 	: 	: 	3.7 	3.8 	4.3 	4.5 	4.4 	4.0 	4.0 	5.6 
Y_GE15,T,IS	7.6 	7.2 	2.9 	2.3 	2.8 	2.5 	3.0 	3.3 	3.0 	1.9 	1.9 	2.2 
Y_GE15,T,IS0	7.6 	7.2 	2.9 	2.3 	2.8 	2.5 	3.0 	3.3 	3.0 	1.9 	1.9 	2.2 
Y_GE15,T,IS00	7.6 	7.2 	2.9 	2.3 	2.8 	2.5 	3.0 	3.3 	3.0 	1.9 	1.9 	2.2 
Y_GE15,T,IT	8.4 	7.8 	6.7 	6.1 	6.8 	7.7 	8.0 	8.7 	9.0 	9.5 	10.6 	11.4 
Y_GE15,T,ITC	6.2 	5.8 	4.2 	3.8 	3.9 	4.4 	4.5 	4.2 	4.4 	4.3 	5.3 	6.0 
Y_GE15,T,ITC1	7.6 	6.8 	5.0 	4.2 	4.0 	4.7 	5.3 	4.8 	5.1 	4.9 	6.3 	7.2 
Y_GE15,T,ITC11	: 	8.3 	5.6 	4.7 	4.1 	4.8 	6.1 	5.9 	6.2 	6.2 	7.9 	9.0 
Y_GE15,T,ITC12	: 	5.2 	4.4 	4.2 	3.7 	4.7 	4.5 	2.4 	3.6 	2.7 	4.9 	5.7 
Y_GE15,T,ITC13	: 	6.7 	4.9 	4.3 	4.8 	5.4 	5.1 	3.5 	4.1 	2.7 	3.8 	3.8 
Y_GE15,T,ITC14	: 	5.1 	5.0 	3.2 	4.2 	4.9 	4.5 	4.5 	5.7 	4.0 	4.7 	7.1 
Y_GE15,T,ITC15	: 	7.6 	5.4 	5.2 	4.7 	4.6 	6.1 	3.6 	4.5 	3.7 	5.4 	5.2 
Y_GE15,T,ITC16	: 	2.9 	3.4 	2.2 	2.7 	3.2 	2.2 	4.0 	3.1 	3.2 	3.6 	4.5 
Y_GE15,T,ITC17	: 	5.8 	4.2 	3.2 	4.2 	5.1 	5.1 	2.6 	2.9 	3.3 	3.1 	4.4 
Y_GE15,T,ITC18	: 	5.8 	4.8 	4.6 	4.6 	5.2 	5.2 	3.7 	4.5 	4.1 	5.8 	7.0 
Y_GE15,T,ITC2	4.4 	4.4 	3.3 	3.2 	3.0 	3.2 	3.0 	4.1 	3.6 	4.2 	4.5 	5.3 
Y_GE15,T,ITC20	: 	4.4 	3.3 	3.2 	3.0 	3.2 	3.0 	4.1 	3.6 	4.2 	4.5 	5.3 
Y_GE15,T,ITC3	6.5 	5.7 	5.4 	4.8 	4.8 	5.8 	5.8 	6.0 	6.3 	6.4 	8.2 	9.9 
Y_GE15,T,ITC31	: 	6.8 	6.3 	4.8 	4.0 	7.4 	9.2 	4.1 	3.7 	4.0 	5.8 	8.7 
Y_GE15,T,ITC32	: 	4.9 	5.6 	4.3 	4.5 	5.3 	5.4 	4.3 	5.3 	6.6 	6.0 	7.6 
Y_GE15,T,ITC33	: 	5.5 	5.4 	4.4 	5.1 	5.5 	5.2 	7.2 	8.0 	7.5 	10.1 	11.3 
Y_GE15,T,ITC34	: 	6.6 	4.2 	7.3 	4.8 	5.8 	5.1 	5.2 	3.9 	4.7 	6.2 	8.4 
Y_GE15,T,ITC4	5.6 	5.4 	3.7 	3.4 	3.7 	4.1 	4.0 	3.6 	3.8 	3.7 	4.4 	4.8 
Y_GE15,T,ITC41	: 	6.3 	3.5 	2.9 	3.8 	5.1 	3.5 	3.4 	3.7 	5.2 	5.1 	5.6 
Y_GE15,T,ITC42	: 	5.7 	4.2 	3.9 	3.8 	4.1 	3.4 	2.7 	3.0 	2.9 	3.3 	5.2 
Y_GE15,T,ITC43	: 	4.5 	3.2 	2.6 	3.2 	3.2 	2.7 	1.3 	2.1 	1.6 	1.7 	2.7 
Y_GE15,T,ITC44	: 	4.4 	4.3 	4.4 	3.5 	4.0 	4.2 	3.5 	3.8 	3.0 	2.8 	4.7 
Y_GE15,T,ITC45	: 	5.7 	3.9 	3.8 	3.9 	4.2 	4.6 	4.5 	4.6 	4.6 	5.2 	5.6 
Y_GE15,T,ITC46	: 	3.7 	3.0 	2.6 	3.0 	3.2 	3.6 	1.9 	2.5 	1.8 	2.9 	2.9 
Y_GE15,T,ITC47	: 	5.3 	3.1 	3.2 	3.7 	4.2 	3.5 	3.2 	3.5 	3.3 	4.2 	4.2 
Y_GE15,T,ITC48	: 	5.5 	4.9 	3.7 	4.3 	4.3 	4.3 	4.5 	3.8 	3.4 	5.0 	4.9 
Y_GE15,T,ITC49	: 	5.4 	3.7 	4.1 	3.2 	3.5 	4.2 	4.6 	5.2 	4.7 	5.3 	6.7 
Y_GE15,T,ITC4A	: 	5.5 	4.0 	3.1 	4.5 	4.4 	4.3 	2.7 	2.8 	2.4 	3.0 	4.2 
Y_GE15,T,ITC4B	: 	4.8 	4.1 	3.4 	3.0 	3.9 	3.2 	2.6 	3.2 	1.7 	2.6 	3.0 
Y_GE15,T,ITD	5.5 	4.7 	3.4 	3.1 	3.6 	4.0 	3.9 	3.2 	3.3 	3.6 	3.8 	4.6 
Y_GE15,T,ITD1	2.7 	2.9 	2.4 	2.6 	2.6 	2.8 	2.7 	2.0 	1.9 	1.9 	2.1 	2.5 
Y_GE15,T,ITD10	: 	2.9 	2.4 	2.6 	2.6 	2.8 	2.7 	2.0 	1.9 	1.9 	2.1 	2.5 
Y_GE15,T,ITD2	4.3 	3.5 	3.3 	2.9 	3.1 	3.6 	3.2 	2.9 	3.4 	3.3 	3.4 	4.4 
Y_GE15,T,ITD20	: 	3.5 	3.3 	2.9 	3.1 	3.6 	3.2 	2.9 	3.4 	3.3 	3.4 	4.4 
Y_GE15,T,ITD3	5.8 	4.8 	3.5 	3.3 	4.0 	4.2 	4.2 	3.4 	3.4 	3.5 	3.7 	4.5 
Y_GE15,T,ITD31	: 	4.7 	3.8 	3.4 	4.0 	4.4 	4.7 	3.3 	3.6 	3.3 	4.0 	5.1 
Y_GE15,T,ITD32	: 	5.0 	3.7 	3.4 	3.7 	3.5 	3.3 	2.6 	2.5 	2.2 	2.3 	2.8 
Y_GE15,T,ITD33	: 	4.4 	2.4 	2.1 	2.3 	3.8 	2.7 	4.7 	3.0 	3.7 	3.2 	4.5 
Y_GE15,T,ITD34	: 	4.7 	3.4 	3.9 	3.5 	4.1 	4.1 	3.4 	3.0 	2.5 	2.6 	2.7 
Y_GE15,T,ITD35	: 	5.6 	3.6 	2.9 	5.1 	4.5 	4.9 	4.0 	4.6 	5.2 	5.1 	7.0 
Y_GE15,T,ITD36	: 	4.3 	3.5 	3.2 	4.3 	4.4 	4.1 	3.0 	2.9 	3.0 	4.0 	3.7 
Y_GE15,T,ITD37	: 	3.2 	3.7 	3.8 	4.4 	6.2 	6.3 	4.7 	5.0 	6.5 	6.6 	8.8 
Y_GE15,T,ITD4	5.7 	5.3 	4.3 	3.4 	3.5 	4.1 	3.9 	3.9 	3.7 	4.0 	4.6 	5.6 
Y_GE15,T,ITD41	: 	4.9 	3.9 	2.8 	3.9 	3.4 	4.2 	2.6 	1.9 	2.7 	3.0 	3.5 
Y_GE15,T,ITD42	: 	5.6 	4.0 	3.4 	3.4 	3.3 	3.5 	4.3 	3.9 	4.0 	4.4 	5.7 
Y_GE15,T,ITD43	: 	5.7 	5.8 	3.2 	3.6 	4.9 	3.4 	4.9 	4.4 	4.8 	5.3 	4.7 
Y_GE15,T,ITD44	: 	4.7 	4.5 	4.3 	3.3 	6.5 	4.8 	4.2 	5.2 	5.3 	6.4 	8.5 
Y_GE15,T,ITD5	5.7 	4.8 	3.2 	2.9 	3.4 	3.8 	3.7 	3.0 	3.3 	3.8 	4.0 	4.6 
Y_GE15,T,ITD51	: 	2.1 	1.9 	2.2 	2.6 	4.0 	3.4 	2.5 	4.0 	5.3 	4.8 	4.9 
Y_GE15,T,ITD52	: 	3.8 	2.3 	2.3 	2.7 	4.1 	3.6 	3.1 	2.7 	3.1 	4.0 	4.9 
Y_GE15,T,ITD53	: 	5.0 	2.3 	1.9 	2.6 	3.2 	2.7 	2.6 	2.2 	2.1 	2.8 	3.2 
Y_GE15,T,ITD54	: 	5.2 	3.3 	3.5 	2.8 	3.7 	3.7 	3.1 	2.3 	2.7 	2.5 	3.7 
Y_GE15,T,ITD55	: 	3.4 	2.2 	2.5 	2.9 	2.7 	3.1 	2.3 	2.8 	3.3 	3.1 	3.2 
Y_GE15,T,ITD56	: 	6.5 	4.8 	2.7 	5.5 	5.8 	4.3 	3.9 	6.4 	7.1 	6.4 	8.3 
Y_GE15,T,ITD57	: 	5.3 	3.4 	2.9 	3.4 	4.2 	4.3 	4.4 	3.9 	5.1 	4.3 	5.0 
Y_GE15,T,ITD58	: 	5.9 	5.0 	3.8 	5.4 	4.3 	4.2 	3.1 	3.6 	3.6 	5.1 	4.8 
Y_GE15,T,ITD59	: 	7.6 	5.5 	4.5 	4.2 	4.7 	5.8 	3.6 	4.3 	5.2 	7.0 	7.0 
Y_GE15,T,ITE	7.6 	7.2 	6.1 	5.3 	6.1 	6.4 	6.5 	6.5 	6.6 	7.4 	8.3 	9.2 
Y_GE15,T,ITE1	6.1 	5.8 	5.0 	4.3 	4.8 	5.3 	5.2 	4.7 	4.8 	5.1 	6.1 	7.2 
Y_GE15,T,ITE11	: 	11.3 	10.2 	8.5 	7.6 	9.0 	7.8 	7.6 	7.1 	6.7 	11.8 	11.6 
Y_GE15,T,ITE12	: 	6.0 	4.8 	3.7 	3.2 	4.2 	5.9 	5.8 	5.9 	4.5 	4.8 	5.5 
Y_GE15,T,ITE13	: 	5.4 	4.3 	4.5 	6.8 	6.8 	6.0 	4.2 	4.3 	5.4 	5.7 	7.1 
Y_GE15,T,ITE14	: 	5.0 	4.4 	3.5 	4.4 	4.5 	5.0 	3.9 	4.2 	4.2 	5.6 	6.3 
Y_GE15,T,ITE15	: 	7.2 	7.0 	5.1 	5.9 	6.2 	5.6 	4.7 	5.6 	5.9 	5.1 	8.2 
